Seder,Masechet,Perek,Mishna,Title,Teacher,Duration
Kadashim,Meila,2,4,,,
Kadashim,Meila,2,5,,,
Kadashim,Meila,2,6,,,
Kadashim,Meila,2,7,,,
Kadashim,Meila,2,8,,,
Kadashim,Meila,2,9,,,
Kadashim,Meila,3,1,,,
Kadashim,Meila,3,2,,,
Kadashim,Meila,3,3,,,
Kadashim,Meila,3,4,,,
Kadashim,Meila,3,5,,,
Kadashim,Meila,3,6,,,
Kadashim,Meila,3,7,,,
Kadashim,Meila,3,8,,,
Kadashim,Meila,4,1,,,
Kadashim,Meila,4,2,,,
Kadashim,Meila,4,3,,,
Kadashim,Meila,4,4,,,
Kadashim,Meila,4,5,,,
Kadashim,Meila,4,6,,,
Kadashim,Meila,5,1,,,
Kadashim,Meila,5,2,,,
Kadashim,Meila,5,3,,,
Kadashim,Meila,5,4,,,
Kadashim,Meila,5,5,,,
Kadashim,Meila,6,1,,,
Kadashim,Meila,6,2,,,
Kadashim,Meila,6,3,,,
Kadashim,Meila,6,4,,,
Kadashim,Meila,6,5,,,
Kadashim,Meila,6,6,,,
Kadashim,Tamid,1,1,,,
Kadashim,Tamid,1,2,,,
Kadashim,Tamid,1,3,,,
Kadashim,Tamid,1,4,,,
Kadashim,Tamid,2,1,,,
Kadashim,Tamid,2,2,,,
Kadashim,Tamid,2,3,,,
Kadashim,Tamid,2,4,,,
Kadashim,Tamid,2,5,,,
Kadashim,Tamid,3,1,,,
Kadashim,Tamid,3,2,,,
Kadashim,Tamid,3,3,,,
Kadashim,Tamid,3,4,,,
Kadashim,Tamid,3,5,,,
Kadashim,Tamid,3,6,,,
Kadashim,Tamid,3,7,,,
Kadashim,Tamid,3,8,,,
Kadashim,Tamid,3,9,,,
Kadashim,Tamid,4,1,,,
Kadashim,Tamid,4,2,,,
Kadashim,Tamid,4,3,,,
Kadashim,Tamid,5,1,,,
Kadashim,Tamid,5,2,,,
Kadashim,Tamid,5,3,,,
Kadashim,Tamid,5,4,,,
Kadashim,Tamid,5,5,,,
Kadashim,Tamid,5,6,,,
Kadashim,Tamid,6,1,,,
Kadashim,Tamid,6,2,,,
Kadashim,Tamid,6,3,,,
Kadashim,Tamid,6,4,,,
Kadashim,Tamid,7,1,,,
Kadashim,Tamid,7,2,,,
Kadashim,Tamid,7,3,,,
Kadashim,Middot,1,1,,,
Kadashim,Middot,1,2,,,
Kadashim,Middot,1,3,,,
Kadashim,Middot,1,4,,,
Kadashim,Middot,1,5,,,
Kadashim,Middot,1,6,,,
Kadashim,Middot,1,7,,,
Kadashim,Middot,1,8,,,
Kadashim,Middot,1,9,,,
Kadashim,Middot,2,1,,,
Kadashim,Middot,2,2,,,
Kadashim,Middot,2,3,,,
Kadashim,Middot,2,4,,,
Kadashim,Middot,2,5,,,
Kadashim,Middot,2,6,,,
Kadashim,Middot,3,1,,,
Kadashim,Middot,3,2,,,
Kadashim,Middot,3,3,,,
Kadashim,Middot,3,4,,,
Kadashim,Middot,3,5,,,
Kadashim,Middot,3,6,,,
Kadashim,Middot,3,7,,,
Kadashim,Middot,3,8,,,
Kadashim,Middot,4,1,,,
Kadashim,Middot,4,2,,,
Kadashim,Middot,4,3,,,
Kadashim,Middot,4,4,,,
Kadashim,Middot,4,5,,,
Kadashim,Middot,4,6,,,
Kadashim,Middot,4,7,,,
Kadashim,Middot,5,1,,,
Kadashim,Middot,5,2,,,
Kadashim,Middot,5,3,,,
Kadashim,Middot,5,4,,,
Kadashim,Kinnim,1,1,,,
Kadashim,Kinnim,1,2,,,
Kadashim,Kinnim,1,3,,,
Kadashim,Kinnim,1,4,,,
Kadashim,Kinnim,2,1,,,
Kadashim,Kinnim,2,2,,,
Kadashim,Kinnim,2,3,,,
Kadashim,Kinnim,2,4,,,
Kadashim,Kinnim,2,5,,,
Kadashim,Kinnim,3,1,,,
Kadashim,Kinnim,3,2,,,
Kadashim,Kinnim,3,3,,,
Kadashim,Kinnim,3,4,,,
Kadashim,Kinnim,3,5,,,
Kadashim,Kinnim,3,6,,,
Taharot,Kelim,1,1,,,
Taharot,Kelim,1,2,,,
Taharot,Kelim,1,3,,,
Taharot,Kelim,1,4,,,
Taharot,Kelim,1,5,,,
Taharot,Kelim,1,6,,,
Taharot,Kelim,1,7,,,
Taharot,Kelim,1,8,,,
Taharot,Kelim,1,9,,,
Taharot,Kelim,2,1,,,
Taharot,Kelim,2,2,,,
Taharot,Kelim,2,3,,,
Taharot,Kelim,2,4,,,
Taharot,Kelim,2,5,,,
Taharot,Kelim,2,6,,,
Taharot,Kelim,2,7,,,
Taharot,Kelim,2,8,,,
Taharot,Kelim,3,1,,,
Taharot,Kelim,3,2,,,
Taharot,Kelim,3,3,,,
Taharot,Kelim,3,4,,,
Taharot,Kelim,3,5,,,
Taharot,Kelim,3,6,,,
Taharot,Kelim,3,7,,,
Taharot,Kelim,3,8,,,
Taharot,Kelim,4,1,,,
Taharot,Kelim,4,2,,,
Taharot,Kelim,4,3,,,
Taharot,Kelim,4,4,,,
Taharot,Kelim,5,1,,,
Taharot,Kelim,5,2,,,
Taharot,Kelim,5,3,,,
Taharot,Kelim,5,4,,,
Taharot,Kelim,5,5,,,
Taharot,Kelim,5,6,,,
Taharot,Kelim,5,7,,,
Taharot,Kelim,5,8,,,
Taharot,Kelim,5,9,,,
Taharot,Kelim,5,10,,,
Taharot,Kelim,5,11,,,
Taharot,Kelim,6,1,,,
Taharot,Kelim,6,2,,,
Taharot,Kelim,6,3,,,
Taharot,Kelim,6,4,,,
Taharot,Kelim,7,1,,,
Taharot,Kelim,7,2,,,
Taharot,Kelim,7,3,,,
Taharot,Kelim,7,4,,,
Taharot,Kelim,7,5,,,
Taharot,Kelim,7,6,,,
Taharot,Kelim,8,1,,,
Taharot,Kelim,8,2,,,
Taharot,Kelim,8,3,,,
Taharot,Kelim,8,4,,,
Taharot,Kelim,8,5,,,
Taharot,Kelim,8,6,,,
Taharot,Kelim,8,7,,,
Taharot,Kelim,8,8,,,
Taharot,Kelim,8,9,,,
Taharot,Kelim,8,10,,,
Taharot,Kelim,8,11,,,
Taharot,Kelim,9,1,,,
Taharot,Kelim,9,2,,,
Taharot,Kelim,9,3,,,
Taharot,Kelim,9,4,,,
Taharot,Kelim,9,5,,,
Taharot,Kelim,9,6,,,
Taharot,Kelim,9,7,,,
Taharot,Kelim,9,8,,,
Taharot,Kelim,10,1,,,
Taharot,Kelim,10,2,,,
Taharot,Kelim,10,3,,,
Taharot,Kelim,10,4,,,
Taharot,Kelim,10,5,,,
Taharot,Kelim,10,6,,,
Taharot,Kelim,10,7,,,
Taharot,Kelim,10,8,,,
Taharot,Kelim,11,1,,,
Taharot,Kelim,11,2,,,
Taharot,Kelim,11,3,,,
Taharot,Kelim,11,4,,,
Taharot,Kelim,11,5,,,
Taharot,Kelim,11,6,,,
Taharot,Kelim,11,7,,,
Taharot,Kelim,11,8,,,
Taharot,Kelim,11,9,,,
Taharot,Kelim,12,1,,,
Taharot,Kelim,12,2,,,
Taharot,Kelim,12,3,,,
Taharot,Kelim,12,4,,,
Taharot,Kelim,12,5,,,
Taharot,Kelim,12,6,,,
Taharot,Kelim,12,7,,,
Taharot,Kelim,12,8,,,
Taharot,Kelim,13,1,,,
Taharot,Kelim,13,2,,,
Taharot,Kelim,13,3,,,
Taharot,Kelim,13,4,,,
Taharot,Kelim,13,5,,,
Taharot,Kelim,13,6,,,
Taharot,Kelim,13,7,,,
Taharot,Kelim,13,8,,,
Taharot,Kelim,14,1,,,
Taharot,Kelim,14,2,,,
Taharot,Kelim,14,3,,,
Taharot,Kelim,14,4,,,
Taharot,Kelim,14,5,,,
Taharot,Kelim,14,6,,,
Taharot,Kelim,14,7,,,
Taharot,Kelim,14,8,,,
Taharot,Kelim,15,1,,,
Taharot,Kelim,15,2,,,
Taharot,Kelim,15,3,,,
Taharot,Kelim,15,4,,,
Taharot,Kelim,15,5,,,
Taharot,Kelim,15,6,,,
Taharot,Kelim,16,1,,,
Taharot,Kelim,16,2,,,
Taharot,Kelim,16,3,,,
Taharot,Kelim,16,4,,,
Taharot,Kelim,16,5,,,
Taharot,Kelim,16,6,,,
Taharot,Kelim,16,7,,,
Taharot,Kelim,16,8,,,
Taharot,Kelim,17,1,,,
Taharot,Kelim,17,2,,,
Taharot,Kelim,17,3,,,
Taharot,Kelim,17,4,,,
Taharot,Kelim,17,5,,,
Taharot,Kelim,17,6,,,
Taharot,Kelim,17,7,,,
Taharot,Kelim,17,8,,,
Taharot,Kelim,17,9,,,
Taharot,Kelim,17,10,,,
Taharot,Kelim,17,11,,,
Taharot,Kelim,17,12,,,
Taharot,Kelim,17,13,,,
Taharot,Kelim,17,14,,,
Taharot,Kelim,17,15,,,
Taharot,Kelim,17,16,,,
Taharot,Kelim,17,17,,,
Taharot,Kelim,18,1,,,
Taharot,Kelim,18,2,,,
Taharot,Kelim,18,3,,,
Taharot,Kelim,18,4,,,
Taharot,Kelim,18,5,,,
Taharot,Kelim,18,6,,,
Taharot,Kelim,18,7,,,
Taharot,Kelim,18,8,,,
Taharot,Kelim,18,9,,,
Taharot,Kelim,19,1,,,
Taharot,Kelim,19,2,,,
Taharot,Kelim,19,3,,,
Taharot,Kelim,19,4,,,
Taharot,Kelim,19,5,,,
Taharot,Kelim,19,6,,,
Taharot,Kelim,19,7,,,
Taharot,Kelim,19,8,,,
Taharot,Kelim,19,9,,,
Taharot,Kelim,19,10,,,
Taharot,Kelim,20,1,,,
Taharot,Kelim,20,2,,,
Taharot,Kelim,20,3,,,
Taharot,Kelim,20,4,,,
Taharot,Kelim,20,5,,,
Taharot,Kelim,20,6,,,
Taharot,Kelim,20,7,,,
Taharot,Kelim,21,1,,,
Taharot,Kelim,21,2,,,
Taharot,Kelim,21,3,,,
Taharot,Kelim,22,1,,,
Taharot,Kelim,22,2,,,
Taharot,Kelim,22,3,,,
Taharot,Kelim,22,4,,,
Taharot,Kelim,22,5,,,
Taharot,Kelim,22,6,,,
Taharot,Kelim,22,7,,,
Taharot,Kelim,22,8,,,
Taharot,Kelim,22,9,,,
Taharot,Kelim,22,10,,,
Taharot,Kelim,23,1,,,
Taharot,Kelim,23,2,,,
Taharot,Kelim,23,3,,,
Taharot,Kelim,23,4,,,
Taharot,Kelim,23,5,,,
Taharot,Kelim,24,1,,,
Taharot,Kelim,24,2,,,
Taharot,Kelim,24,3,,,
Taharot,Kelim,24,4,,,
Taharot,Kelim,24,5,,,
Taharot,Kelim,24,6,,,
Taharot,Kelim,24,7,,,
Taharot,Kelim,24,8,,,
Taharot,Kelim,24,9,,,
Taharot,Kelim,24,10,,,
Taharot,Kelim,24,11,,,
Taharot,Kelim,24,12,,,
Taharot,Kelim,24,13,,,
Taharot,Kelim,24,14,,,
Taharot,Kelim,24,15,,,
Taharot,Kelim,24,16,,,
Taharot,Kelim,24,17,,,
Taharot,Kelim,25,1,,,
Taharot,Kelim,25,2,,,
Taharot,Kelim,25,3,,,
Taharot,Kelim,25,4,,,
Taharot,Kelim,25,5,,,
Taharot,Kelim,25,6,,,
Taharot,Kelim,25,7,,,
Taharot,Kelim,25,8,,,
Taharot,Kelim,25,9,,,
Taharot,Kelim,26,1,,,
Taharot,Kelim,26,2,,,
Taharot,Kelim,26,3,,,
Taharot,Kelim,26,4,,,
Taharot,Kelim,26,5,,,
Taharot,Kelim,26,6,,,
Taharot,Kelim,26,7,,,
Taharot,Kelim,26,8,,,
Taharot,Kelim,26,9,,,
Taharot,Kelim,27,1,,,
Taharot,Kelim,27,2,,,
Taharot,Kelim,27,3,,,
Taharot,Kelim,27,4,,,
Taharot,Kelim,27,5,,,
Taharot,Kelim,27,6,,,
Taharot,Kelim,27,7,,,
Taharot,Kelim,27,8,,,
Taharot,Kelim,27,9,,,
Taharot,Kelim,27,10,,,
Taharot,Kelim,27,11,,,
Taharot,Kelim,27,12,,,
Taharot,Kelim,28,1,,,
Taharot,Kelim,28,2,,,
Taharot,Kelim,28,3,,,
Taharot,Kelim,28,4,,,
Taharot,Kelim,28,5,,,
Taharot,Kelim,28,6,,,
Taharot,Kelim,28,7,,,
Taharot,Kelim,28,8,,,
Taharot,Kelim,28,9,,,
Taharot,Kelim,28,10,,,
Taharot,Kelim,29,1,,,
Taharot,Kelim,29,2,,,
Taharot,Kelim,29,3,,,
Taharot,Kelim,29,4,,,
Taharot,Kelim,29,5,,,
Taharot,Kelim,29,6,,,
Taharot,Kelim,29,7,,,
Taharot,Kelim,29,8,,,
Taharot,Kelim,30,1,,,
Taharot,Kelim,30,2,,,
Taharot,Kelim,30,3,,,
Taharot,Kelim,30,4,,,
Taharot,Ohalot,1,1,,,
Taharot,Ohalot,1,2,,,
Taharot,Ohalot,1,3,,,
Taharot,Ohalot,1,4,,,
Taharot,Ohalot,1,5,,,
Taharot,Ohalot,1,6,,,
Taharot,Ohalot,1,7,,,
Taharot,Ohalot,1,8,,,
Taharot,Ohalot,2,1,,,
Taharot,Ohalot,2,2,,,
Taharot,Ohalot,2,3,,,
Taharot,Ohalot,2,4,,,
Taharot,Ohalot,2,5,,,
Taharot,Ohalot,2,6,,,
Taharot,Ohalot,2,7,,,
Taharot,Ohalot,3,1,,,
Taharot,Ohalot,3,2,,,
Taharot,Ohalot,3,3,,,
Taharot,Ohalot,3,4,,,
Taharot,Ohalot,3,5,,,
Taharot,Ohalot,3,6,,,
Taharot,Ohalot,3,7,,,
Taharot,Ohalot,4,1,,,
Taharot,Ohalot,4,2,,,
Taharot,Ohalot,4,3,,,
Taharot,Ohalot,5,1,,,
Taharot,Ohalot,5,2,,,
Taharot,Ohalot,5,3,,,
Taharot,Ohalot,5,4,,,
Taharot,Ohalot,5,5,,,
Taharot,Ohalot,5,6,,,
Taharot,Ohalot,5,7,,,
Taharot,Ohalot,6,1,,,
Taharot,Ohalot,6,2,,,
Taharot,Ohalot,6,3,,,
Taharot,Ohalot,6,4,,,
Taharot,Ohalot,6,5,,,
Taharot,Ohalot,6,6,,,
Taharot,Ohalot,6,7,,,
Taharot,Ohalot,7,1,,,
Taharot,Ohalot,7,2,,,
Taharot,Ohalot,7,3,,,
Taharot,Ohalot,7,4,,,
Taharot,Ohalot,7,5,,,
Taharot,Ohalot,7,6,,,
Taharot,Ohalot,8,1,,,
Taharot,Ohalot,8,2,,,
Taharot,Ohalot,8,3,,,
Taharot,Ohalot,8,4,,,
Taharot,Ohalot,8,5,,,
Taharot,Ohalot,8,6,,,
Taharot,Ohalot,9,1,,,
Taharot,Ohalot,9,2,,,
Taharot,Ohalot,9,3,,,
Taharot,Ohalot,9,4,,,
Taharot,Ohalot,9,5,,,
Taharot,Ohalot,9,6,,,
Taharot,Ohalot,9,7,,,
Taharot,Ohalot,9,8,,,
Taharot,Ohalot,9,9,,,
Taharot,Ohalot,9,10,,,
Taharot,Ohalot,9,11,,,
Taharot,Ohalot,9,12,,,
Taharot,Ohalot,9,13,,,
Taharot,Ohalot,9,14,,,
Taharot,Ohalot,9,15,,,
Taharot,Ohalot,9,16,,,
Taharot,Ohalot,10,1,,,
Taharot,Ohalot,10,2,,,
Taharot,Ohalot,10,3,,,
Taharot,Ohalot,10,4,,,
Taharot,Ohalot,10,5,,,
Taharot,Ohalot,10,6,,,
Taharot,Ohalot,10,7,,,
Taharot,Ohalot,11,1,,,
Taharot,Ohalot,11,2,,,
Taharot,Ohalot,11,3,,,
Taharot,Ohalot,11,4,,,
Taharot,Ohalot,11,5,,,
Taharot,Ohalot,11,6,,,
Taharot,Ohalot,11,7,,,
Taharot,Ohalot,11,8,,,
Taharot,Ohalot,11,9,,,
Taharot,Ohalot,12,1,,,
Taharot,Ohalot,12,2,,,
Taharot,Ohalot,12,3,,,
Taharot,Ohalot,12,4,,,
Taharot,Ohalot,12,5,,,
Taharot,Ohalot,12,6,,,
Taharot,Ohalot,12,7,,,
Taharot,Ohalot,12,8,,,
Taharot,Ohalot,13,1,,,
Taharot,Ohalot,13,2,,,
Taharot,Ohalot,13,3,,,
Taharot,Ohalot,13,4,,,
Taharot,Ohalot,13,5,,,
Taharot,Ohalot,13,6,,,
Taharot,Ohalot,14,1,,,
Taharot,Ohalot,14,2,,,
Taharot,Ohalot,14,3,,,
Taharot,Ohalot,14,4,,,
Taharot,Ohalot,14,5,,,
Taharot,Ohalot,14,6,,,
Taharot,Ohalot,14,7,,,
Taharot,Ohalot,15,1,,,
Taharot,Ohalot,15,2,,,
Taharot,Ohalot,15,3,,,
Taharot,Ohalot,15,4,,,
Taharot,Ohalot,15,5,,,
Taharot,Ohalot,15,6,,,
Taharot,Ohalot,15,7,,,
Taharot,Ohalot,15,8,,,
Taharot,Ohalot,15,9,,,
Taharot,Ohalot,15,10,,,
Taharot,Ohalot,16,1,,,
Taharot,Ohalot,16,2,,,
Taharot,Ohalot,16,3,,,
Taharot,Ohalot,16,4,,,
Taharot,Ohalot,16,5,,,
Taharot,Ohalot,17,1,,,
Taharot,Ohalot,17,2,,,
Taharot,Ohalot,17,3,,,
Taharot,Ohalot,17,4,,,
Taharot,Ohalot,17,5,,,
Taharot,Ohalot,18,1,,,
Taharot,Ohalot,18,2,,,
Taharot,Ohalot,18,3,,,
Taharot,Ohalot,18,4,,,
Taharot,Ohalot,18,5,,,
Taharot,Ohalot,18,6,,,
Taharot,Ohalot,18,7,,,
Taharot,Ohalot,18,8,,,
Taharot,Ohalot,18,9,,,
Taharot,Ohalot,18,10,,,
Taharot,Negaim,1,1,,,
Taharot,Negaim,1,2,,,
Taharot,Negaim,1,3,,,
Taharot,Negaim,1,4,,,
Taharot,Negaim,1,5,,,
Taharot,Negaim,1,6,,,
Taharot,Negaim,2,1,,,
Taharot,Negaim,2,2,,,
Taharot,Negaim,2,3,,,
Taharot,Negaim,2,4,,,
Taharot,Negaim,2,5,,,
Taharot,Negaim,3,1,,,
Taharot,Negaim,3,2,,,
Taharot,Negaim,3,3,,,
Taharot,Negaim,3,4,,,
Taharot,Negaim,3,5,,,
Taharot,Negaim,3,6,,,
Taharot,Negaim,3,7,,,
Taharot,Negaim,3,8,,,
Taharot,Negaim,4,1,,,
Taharot,Negaim,4,2,,,
Taharot,Negaim,4,3,,,
Taharot,Negaim,4,4,,,
Taharot,Negaim,4,5,,,
Taharot,Negaim,4,6,,,
Taharot,Negaim,4,7,,,
Taharot,Negaim,4,8,,,
Taharot,Negaim,4,9,,,
Taharot,Negaim,4,10,,,
Taharot,Negaim,4,11,,,
Taharot,Negaim,5,1,,,
Taharot,Negaim,5,2,,,
Taharot,Negaim,5,3,,,
Taharot,Negaim,5,4,,,
Taharot,Negaim,5,5,,,
Taharot,Negaim,6,1,,,
Taharot,Negaim,6,2,,,
Taharot,Negaim,6,3,,,
Taharot,Negaim,6,4,,,
Taharot,Negaim,6,5,,,
Taharot,Negaim,6,6,,,
Taharot,Negaim,6,7,,,
Taharot,Negaim,6,8,,,
Taharot,Negaim,7,1,,,
Taharot,Negaim,7,2,,,
Taharot,Negaim,7,3,,,
Taharot,Negaim,7,4,,,
Taharot,Negaim,7,5,,,
Taharot,Negaim,8,1,,,
Taharot,Negaim,8,2,,,
Taharot,Negaim,8,3,,,
Taharot,Negaim,8,4,,,
Taharot,Negaim,8,5,,,
Taharot,Negaim,8,6,,,
Taharot,Negaim,8,7,,,
Taharot,Negaim,8,8,,,
Taharot,Negaim,8,9,,,
Taharot,Negaim,8,10,,,
Taharot,Negaim,9,1,,,
Taharot,Negaim,9,2,,,
Taharot,Negaim,9,3,,,
Taharot,Negaim,10,1,,,
Taharot,Negaim,10,2,,,
Taharot,Negaim,10,3,,,
Taharot,Negaim,10,4,,,
Taharot,Negaim,10,5,,,
Taharot,Negaim,10,6,,,
Taharot,Negaim,10,7,,,
Taharot,Negaim,10,8,,,
Taharot,Negaim,10,9,,,
Taharot,Negaim,10,10,,,
Taharot,Negaim,11,1,,,
Taharot,Negaim,11,2,,,
Taharot,Negaim,11,3,,,
Taharot,Negaim,11,4,,,
Taharot,Negaim,11,5,,,
Taharot,Negaim,11,6,,,
Taharot,Negaim,11,7,,,
Taharot,Negaim,11,8,,,
Taharot,Negaim,11,9,,,
Taharot,Negaim,11,10,,,
Taharot,Negaim,11,11,,,
Taharot,Negaim,11,12,,,
Taharot,Negaim,12,1,,,
Taharot,Negaim,12,2,,,
Taharot,Negaim,12,3,,,
Taharot,Negaim,12,4,,,
Taharot,Negaim,12,5,,,
Taharot,Negaim,12,6,,,
Taharot,Negaim,12,7,,,
Taharot,Negaim,13,1,,,
Taharot,Negaim,13,2,,,
Taharot,Negaim,13,3,,,
Taharot,Negaim,13,4,,,
Taharot,Negaim,13,5,,,
Taharot,Negaim,13,6,,,
Taharot,Negaim,13,7,,,
Taharot,Negaim,13,8,,,
Taharot,Negaim,13,9,,,
Taharot,Negaim,13,10,,,
Taharot,Negaim,13,11,,,
Taharot,Negaim,13,12,,,
Taharot,Negaim,14,1,,,
Taharot,Negaim,14,2,,,
Taharot,Negaim,14,3,,,
Taharot,Negaim,14,4,,,
Taharot,Negaim,14,5,,,
Taharot,Negaim,14,6,,,
Taharot,Negaim,14,7,,,
Taharot,Negaim,14,8,,,
Taharot,Negaim,14,9,,,
Taharot,Negaim,14,10,,,
Taharot,Negaim,14,11,,,
Taharot,Negaim,14,12,,,
Taharot,Negaim,14,13,,,
Taharot,Para,1,1,,,
Taharot,Para,1,2,,,
Taharot,Para,1,3,,,
Taharot,Para,1,4,,,
Taharot,Para,2,1,,,
Taharot,Para,2,2,,,
Taharot,Para,2,3,,,
Taharot,Para,2,4,,,
Taharot,Para,2,5,,,
Taharot,Para,3,1,,,
Taharot,Para,3,2,,,
Taharot,Para,3,3,,,
Taharot,Para,3,4,,,
Taharot,Para,3,5,,,
Taharot,Para,3,6,,,
Taharot,Para,3,7,,,
Taharot,Para,3,8,,,
Taharot,Para,3,9,,,
Taharot,Para,3,10,,,
Taharot,Para,3,11,,,
Taharot,Para,4,1,,,
Taharot,Para,4,2,,,
Taharot,Para,4,3,,,
Taharot,Para,4,4,,,
Taharot,Para,5,1,,,
Taharot,Para,5,2,,,
Taharot,Para,5,3,,,
Taharot,Para,5,4,,,
Taharot,Para,5,5,,,
Taharot,Para,5,6,,,
Taharot,Para,5,7,,,
Taharot,Para,5,8,,,
Taharot,Para,5,9,,,
Taharot,Para,6,1,,,
Taharot,Para,6,2,,,
Taharot,Para,6,3,,,
Taharot,Para,6,4,,,
Taharot,Para,6,5,,,
Taharot,Para,7,1,,,
Taharot,Para,7,2,,,
Taharot,Para,7,3,,,
Taharot,Para,7,4,,,
Taharot,Para,7,5,,,
Taharot,Para,7,6,,,
Taharot,Para,7,7,,,
Taharot,Para,7,8,,,
Taharot,Para,7,9,,,
Taharot,Para,7,10,,,
Taharot,Para,7,11,,,
Taharot,Para,7,12,,,
Taharot,Para,8,1,,,
Taharot,Para,8,2,,,
Taharot,Para,8,3,,,
Taharot,Para,8,4,,,
Taharot,Para,8,5,,,
Taharot,Para,8,6,,,
Taharot,Para,8,7,,,
Taharot,Para,8,8,,,
Taharot,Para,8,9,,,
Taharot,Para,8,10,,,
Taharot,Para,8,11,,,
Taharot,Para,9,1,,,
Taharot,Para,9,2,,,
Taharot,Para,9,3,,,
Taharot,Para,9,4,,,
Taharot,Para,9,5,,,
Taharot,Para,9,6,,,
Taharot,Para,9,7,,,
Taharot,Para,9,8,,,
Taharot,Para,9,9,,,
Taharot,Para,10,1,,,
Taharot,Para,10,2,,,
Taharot,Para,10,3,,,
Taharot,Para,10,4,,,
Taharot,Para,10,5,,,
Taharot,Para,10,6,,,
Taharot,Para,11,1,,,
Taharot,Para,11,2,,,
Taharot,Para,11,3,,,
Taharot,Para,11,4,,,
Taharot,Para,11,5,,,
Taharot,Para,11,6,,,
Taharot,Para,11,7,,,
Taharot,Para,11,8,,,
Taharot,Para,11,9,,,
Taharot,Para,12,1,,,
Taharot,Para,12,2,,,
Taharot,Para,12,3,,,
Taharot,Para,12,4,,,
Taharot,Para,12,5,,,
Taharot,Para,12,6,,,
Taharot,Para,12,7,,,
Taharot,Para,12,8,,,
Taharot,Para,12,9,,,
Taharot,Para,12,10,,,
Taharot,Para,12,11,,,
Taharot,Taharot,1,1,,,
Taharot,Taharot,1,2,,,
Taharot,Taharot,1,3,,,
Taharot,Taharot,1,4,,,
Taharot,Taharot,1,5,,,
Taharot,Taharot,1,6,,,
Taharot,Taharot,1,7,,,
Taharot,Taharot,1,8,,,
Taharot,Taharot,1,9,,,
Taharot,Taharot,2,1,,,
Taharot,Taharot,2,2,,,
Taharot,Taharot,2,3,,,
Taharot,Taharot,2,4,,,
Taharot,Taharot,2,5,,,
Taharot,Taharot,2,6,,,
Taharot,Taharot,2,7,,,
Taharot,Taharot,2,8,,,
Taharot,Taharot,3,1,,,
Taharot,Taharot,3,2,,,
Taharot,Taharot,3,3,,,
Taharot,Taharot,3,4,,,
Taharot,Taharot,3,5,,,
Taharot,Taharot,3,6,,,
Taharot,Taharot,3,7,,,
Taharot,Taharot,3,8,,,
Taharot,Taharot,4,1,,,
Taharot,Taharot,4,2,,,
Taharot,Taharot,4,3,,,
Taharot,Taharot,4,4,,,
Taharot,Taharot,4,5,,,
Taharot,Taharot,4,6,,,
Taharot,Taharot,4,7,,,
Taharot,Taharot,4,8,,,
Taharot,Taharot,4,9,,,
Taharot,Taharot,4,10,,,
Taharot,Taharot,4,11,,,
Taharot,Taharot,4,12,,,
Taharot,Taharot,4,13,,,
Taharot,Taharot,5,1,,,
Taharot,Taharot,5,2,,,
Taharot,Taharot,5,3,,,
Taharot,Taharot,5,4,,,
Taharot,Taharot,5,5,,,
Taharot,Taharot,5,6,,,
Taharot,Taharot,5,7,,,
Taharot,Taharot,5,8,,,
Taharot,Taharot,5,9,,,
Taharot,Taharot,6,1,,,
Taharot,Taharot,6,2,,,
Taharot,Taharot,6,3,,,
Taharot,Taharot,6,4,,,
Taharot,Taharot,6,5,,,
Taharot,Taharot,6,6,,,
Taharot,Taharot,6,7,,,
Taharot,Taharot,6,8,,,
Taharot,Taharot,6,9,,,
Taharot,Taharot,6,10,,,
Taharot,Taharot,7,1,,,
Taharot,Taharot,7,2,,,
Taharot,Taharot,7,3,,,
Taharot,Taharot,7,4,,,
Taharot,Taharot,7,5,,,
Taharot,Taharot,7,6,,,
Taharot,Taharot,7,7,,,
Taharot,Taharot,7,8,,,
Taharot,Taharot,7,9,,,
Taharot,Taharot,8,1,,,
Taharot,Taharot,8,2,,,
Taharot,Taharot,8,3,,,
Taharot,Taharot,8,4,,,
Taharot,Taharot,8,5,,,
Taharot,Taharot,8,6,,,
Taharot,Taharot,8,7,,,
Taharot,Taharot,8,8,,,
Taharot,Taharot,8,9,,,
Taharot,Taharot,9,1,,,
Taharot,Taharot,9,2,,,
Taharot,Taharot,9,3,,,
Taharot,Taharot,9,4,,,
Taharot,Taharot,9,5,,,
Taharot,Taharot,9,6,,,
Taharot,Taharot,9,7,,,
Taharot,Taharot,9,8,,,
Taharot,Taharot,9,9,,,
Taharot,Taharot,10,1,,,
Taharot,Taharot,10,2,,,
Taharot,Taharot,10,3,,,
Taharot,Taharot,10,4,,,
Taharot,Taharot,10,5,,,
Taharot,Taharot,10,6,,,
Taharot,Taharot,10,7,,,
Taharot,Taharot,10,8,,,
Taharot,Mikvaot,1,1,,,
Taharot,Mikvaot,1,2,,,
Taharot,Mikvaot,1,3,,,
Taharot,Mikvaot,1,4,,,
Taharot,Mikvaot,1,5,,,
Taharot,Mikvaot,1,6,,,
Taharot,Mikvaot,1,7,,,
Taharot,Mikvaot,1,8,,,
Taharot,Mikvaot,2,1,,,
Taharot,Mikvaot,2,2,,,
Taharot,Mikvaot,2,3,,,
Taharot,Mikvaot,2,4,,,
Taharot,Mikvaot,2,5,,,
Taharot,Mikvaot,2,6,,,
